filename	count_mme	count_mlle	total
1902-0408	0	0	0
1902-0407	0	0	0
1902-0398	0	0	0
1902-0399	0	0	0
1902-0400	0	0	0
1902-0401	0	0	0
1902-0402	0	0	0
1902-0403	0	0	0
1902-0404	0	0	0
1902-0406	0	0	0
1905-0089	0	0	0
1903-0111	0	0	0
1903-0322	0	0	0
1903-0135	0	0	0
1903-0324	0	0	0
1903-0110	0	0	0
1903-0138	0	0	0
1903-0137	0	0	0
1903-0317	0	0	0
1903-0318	0	0	0
1903-0319	0	0	0
1904-0545	0	0	0
1903-0321	0	0	0
1904-0544	0	0	0
1904-0557	0	0	0
1903-0325	0	0	0
1904-0556	0	0	0
1903-0136	0	0	0
1904-0554	0	0	0
1904-0560	0	0	0
1903-0109	0	0	0
1904-0559	0	0	0
1903-0102	0	0	0
1904-0558	0	0	0
1903-0104	0	0	0
1903-0106	0	0	0
1890-0347	0	0	0
1903-0385	0	0	0
1890-0271	0	0	0
1890-0273	0	0	0
1889-0338	0	0	0
1889-0340	0	0	0
1889-0341	0	0	0
1889-0342	0	0	0
1889-0343	0	0	0
1889-0344	0	0	0
1889-0346	0	0	0
1889-0359	0	0	0
1889-0347	0	0	0
1889-0348	0	0	0
1889-0349	0	0	0
1889-0350	0	0	0
1889-0351	0	0	0
1889-0352	0	0	0
1889-0353	0	0	0
1889-0354	0	0	0
1889-0355	0	0	0
1889-0356	0	0	0
1889-0357	0	0	0
1889-0358	0	0	0
1889-0395	0	0	0
1890-0062	0	0	0
1890-0275	0	0	0
1890-0064	0	0	0
1903-0390	0	0	0
1903-0400	0	0	0
1889-0377	0	0	0
1889-0336	0	0	0
1889-0379	0	0	0
1889-0380	0	0	0
1889-0381	0	0	0
1889-0382	0	0	0
1889-0383	0	0	0
1889-0384	0	0	0
1889-0385	0	0	0
1889-0386	0	0	0
1889-0387	0	0	0
1889-0388	0	0	0
1889-0389	0	0	0
1889-0390	0	0	0
1889-0391	0	0	0
1889-0392	0	0	0
1889-0393	0	0	0
1889-0394	0	0	0
1889-0362	0	0	0
1889-0361	0	0	0
1889-0360	0	0	0
1889-0345	0	0	0
1889-0333	0	0	0
1889-0334	0	0	0
1889-0335	0	0	0
1890-0248	0	0	0
1890-0249	0	0	0
1890-0075	0	0	0
1890-0250	0	0	0
1890-0077	0	0	0
1890-0251	0	0	0
1890-0081	0	0	0
1890-0066	0	0	0
1890-0068	0	0	0
1890-0069	0	0	0
1890-0070	0	0	0
1890-0071	0	0	0
1890-0073	0	0	0
1890-0076	0	0	0
1890-0088	0	0	0
1890-0078	0	0	0
1890-0091	0	0	0
1890-0079	0	0	0
1890-0080	0	0	0
1890-0082	0	0	0
1890-0244	0	0	0
1890-0083	0	0	0
1890-0085	0	0	0
1890-0086	0	0	0
1890-0087	0	0	0
1890-0089	0	0	0
1890-0097	0	0	0
1890-0245	0	0	0
1890-0258	0	0	0
1890-0246	0	0	0
1890-0260	0	0	0
1890-0247	0	0	0
1890-0262	0	0	0
1890-0252	0	0	0
1890-0253	0	0	0
1890-0254	0	0	0
1890-0255	0	0	0
1890-0256	0	0	0
1890-0257	0	0	0
1890-0259	0	0	0
1890-0270	0	0	0
1890-0261	0	0	0
1890-0272	0	0	0
1890-0263	0	0	0
1890-0274	0	0	0
1890-0264	0	0	0
1890-0265	0	0	0
1890-0266	0	0	0
1890-0267	0	0	0
1890-0268	0	0	0
1890-0269	0	0	0
1889-0339	0	0	0
1889-0337	0	0	0
1890-0300	0	0	0
1889-0378	0	0	0
1889-0376	0	0	0
1890-0299	0	0	0
1890-0301	0	0	0
1890-0302	0	0	0
1890-0303	0	0	0
1890-0304	0	0	0
1890-0336	0	0	0
1890-0338	0	0	0
1890-0277	0	0	0
1890-0339	0	0	0
1890-0378	0	0	0
1890-0379	0	0	0
1890-0380	0	0	0
1890-0381	0	0	0
1890-0382	0	0	0
1890-0383	0	0	0
1890-0384	0	0	0
1890-0385	0	0	0
1890-0386	0	0	0
1890-0387	0	0	0
1890-0388	0	0	0
1890-0389	0	0	0
1890-0390	0	0	0
1890-0391	0	0	0
1890-0392	0	0	0
1890-0298	0	0	0
1890-0334	0	0	0
1889-0375	0	0	0
1890-0297	0	0	0
1890-0335	0	0	0
1890-0308	0	0	0
1890-0307	0	0	0
1890-0306	0	0	0
1890-0291	0	0	0
1890-0279	0	0	0
1890-0280	0	0	0
1890-0281	0	0	0
1890-0282	0	0	0
1890-0283	0	0	0
1890-0284	0	0	0
1890-0285	0	0	0
1890-0286	0	0	0
1890-0287	0	0	0
1890-0288	0	0	0
1890-0289	0	0	0
1890-0290	0	0	0
1890-0292	0	0	0
1890-0305	0	0	0
1890-0293	0	0	0
1897-0362	0	0	0
1890-0241	0	0	0
1890-0296	0	0	0
1890-0393	0	0	0
1890-0394	0	0	0
1890-0361	0	0	0
1890-0395	0	0	0
1890-0371	0	0	0
1890-0396	0	0	0
1890-0354	0	0	0
1890-0355	0	0	0
1890-0356	0	0	0
1890-0357	0	0	0
1890-0358	0	0	0
1890-0359	0	0	0
1890-0360	0	0	0
1890-0362	0	0	0
1889-0371	0	0	0
1890-0372	0	0	0
1889-0373	0	0	0
1890-0373	0	0	0
1890-0278	0	0	0
1890-0276	0	0	0
1891-0078	0	0	0
1890-0061	0	0	0
1889-0368	0	0	0
1889-0369	0	0	0
1889-0370	0	0	0
1889-0372	0	0	0
1889-0374	0	0	0
1890-0374	0	0	0
1891-0072	0	0	0
1890-0353	0	0	0
1890-0377	0	0	0
1890-0351	0	0	0
1890-0375	0	0	0
1890-0397	0	0	0
1891-0063	0	0	0
1891-0065	0	0	0
1891-0067	0	0	0
1891-0070	0	0	0
1891-0071	0	0	0
1891-0073	0	0	0
1890-0346	0	0	0
1890-0376	0	0	0
1890-0348	0	0	0
1890-0352	0	0	0
1890-0350	0	0	0
1890-0340	0	0	0
1890-0341	0	0	0
1890-0342	0	0	0
1890-0343	0	0	0
1890-0344	0	0	0
1890-0345	0	0	0
1903-0397	0	0	0
1903-0398	0	0	0
1904-0575	0	0	0
1904-0505	0	0	0
1904-0109	0	0	0
1904-0126	0	0	0
1904-0063	0	0	0
1903-0538	0	0	0
1903-0539	0	0	0
1903-0540	0	0	0
1903-0541	0	0	0
1903-0542	0	0	0
1903-0543	0	0	0
1903-0544	0	0	0
1903-0545	0	0	0
1904-0062	0	0	0
1904-0514	0	0	0
1903-0536	0	0	0
1904-0065	0	0	0
1904-0066	0	0	0
1904-0513	0	0	0
1904-0512	0	0	0
1904-0510	0	0	0
1904-0068	0	0	0
1904-0069	0	0	0
1904-0509	0	0	0
1904-0508	0	0	0
1903-0537	0	0	0
1903-0535	0	0	0
1904-0362	0	0	0
1904-0079	0	0	0
1904-0443	0	0	0
1904-0419	0	0	0
1904-0423	0	0	0
1904-0421	0	0	0
1904-0399	0	0	0
1904-0452	0	0	0
1904-0400	0	0	0
1904-0401	0	0	0
1904-0402	0	0	0
1904-0403	0	0	0
1904-0404	0	0	0
1904-0405	0	0	0
1904-0406	0	0	0
1904-0407	0	0	0
1904-0453	0	0	0
1904-0410	0	0	0
1904-0451	0	0	0
1904-0411	0	0	0
1904-0412	0	0	0
1904-0413	0	0	0
1904-0414	0	0	0
1904-0415	0	0	0
1904-0416	0	0	0
1904-0417	0	0	0
1904-0418	0	0	0
1904-0073	0	0	0
1903-0523	0	0	0
1904-0111	0	0	0
1903-0514	0	0	0
1904-0116	0	0	0
1903-0515	0	0	0
1904-0477	0	0	0
1904-0476	0	0	0
1904-0105	0	0	0
1904-0107	0	0	0
1904-0108	0	0	0
1904-0475	0	0	0
1904-0093	0	0	0
1904-0474	0	0	0
1904-0083	0	0	0
1904-0470	0	0	0
1904-0077	0	0	0
1904-0118	0	0	0
1904-0469	0	0	0
1904-0468	0	0	0
1904-0467	0	0	0
1904-0122	0	0	0
1904-0481	0	0	0
1904-0482	0	0	0
1904-0504	0	0	0
1904-0503	0	0	0
1904-0502	0	0	0
1904-0101	0	0	0
1903-0522	0	0	0
1904-0099	0	0	0
1903-0534	0	0	0
1904-0479	0	0	0
1903-0526	0	0	0
1903-0516	0	0	0
1903-0517	0	0	0
1903-0518	0	0	0
1903-0519	0	0	0
1903-0520	0	0	0
1903-0521	0	0	0
1903-0524	0	0	0
1904-0507	0	0	0
1903-0525	0	0	0
1904-0466	0	0	0
1903-0527	0	0	0
1904-0480	0	0	0
1903-0528	0	0	0
1903-0529	0	0	0
1903-0530	0	0	0
1903-0531	0	0	0
1903-0532	0	0	0
1903-0533	0	0	0
1904-0465	0	0	0
1904-0127	0	0	0
1901-0439	0	0	0
1904-0444	0	0	0
1904-0442	0	0	0
1904-0530	0	0	0
1903-0386	0	0	0
1903-0387	0	0	0
1903-0388	0	0	0
1903-0389	0	0	0
1904-0529	0	0	0
1904-0528	0	0	0
1904-0527	0	0	0
1903-0510	0	0	0
1903-0512	0	0	0
1901-0369	0	0	0
1903-0513	0	0	0
1904-0374	0	0	0
1904-0375	0	0	0
1904-0376	0	0	0
1904-0377	0	0	0
1904-0378	0	0	0
1904-0379	0	0	0
1904-0457	0	0	0
1904-0381	0	0	0
1904-0382	0	0	0
1904-0383	0	0	0
1904-0384	0	0	0
1904-0386	0	0	0
1902-0368	0	0	0
1904-0569	0	0	0
1904-0441	0	0	0
1903-0383	0	0	0
1903-0392	0	0	0
1903-0401	0	0	0
1903-0402	0	0	0
1904-0521	0	0	0
1903-0404	0	0	0
1903-0405	0	0	0
1903-0406	0	0	0
1903-0407	0	0	0
1903-0408	0	0	0
1903-0409	0	0	0
1903-0393	0	0	0
1903-0391	0	0	0
1904-0535	0	0	0
1903-0382	0	0	0
1904-0534	0	0	0
1903-0376	0	0	0
1903-0377	0	0	0
1903-0378	0	0	0
1904-0533	0	0	0
1903-0380	0	0	0
1904-0532	0	0	0
1904-0531	0	0	0
1903-0381	0	0	0
1904-0387	0	0	0
1904-0388	0	0	0
1904-0424	0	0	0
1904-0455	0	0	0
1904-0427	0	0	0
1904-0390	0	0	0
1904-0367	0	0	0
1904-0368	0	0	0
1904-0369	0	0	0
1904-0396	0	0	0
1904-0454	0	0	0
1904-0398	0	0	0
1904-0434	0	0	0
1904-0425	0	0	0
1904-0437	0	0	0
1904-0428	0	0	0
1904-0448	0	0	0
1904-0429	0	0	0
1904-0430	0	0	0
1904-0449	0	0	0
1904-0432	0	0	0
1904-0433	0	0	0
1904-0435	0	0	0
1904-0422	0	0	0
1904-0436	0	0	0
1904-0438	0	0	0
1904-0440	0	0	0
1904-0366	0	0	0
1904-0372	0	0	0
1904-0365	0	0	0
1904-0359	0	0	0
1904-0459	0	0	0
1904-0129	0	0	0
1904-0391	0	0	0
1904-0392	0	0	0
1904-0393	0	0	0
1904-0394	0	0	0
1904-0395	0	0	0
1904-0373	0	0	0
1904-0458	0	0	0
1904-0360	0	0	0
1904-0128	0	0	0
1904-0361	0	0	0
1904-0464	0	0	0
1904-0363	0	0	0
1904-0463	0	0	0
1904-0462	0	0	0
1904-0461	0	0	0
1904-0460	0	0	0
1904-0357	0	0	0
1904-0358	0	0	0
1904-0370	0	0	0
1904-0500	0	0	0
1903-0080	0	0	0
1905-0396	0	0	0
1901-0384	0	0	0
1901-0410	0	0	0
1901-0386	0	0	0
1901-0409	0	0	0
1901-0411	0	0	0
1904-0445	0	0	0
1901-0389	0	0	0
1901-0413	0	0	0
1901-0379	0	0	0
1901-0370	0	0	0
1905-0417	0	0	0
1901-0372	0	0	0
1901-0373	0	0	0
1901-0374	0	0	0
1901-0375	0	0	0
1905-0416	0	0	0
1901-0377	0	0	0
1901-0378	0	0	0
1901-0380	0	0	0
1901-0388	0	0	0
1901-0381	0	0	0
1901-0382	0	0	0
1901-0383	0	0	0
1905-0399	0	0	0
1902-0105	0	0	0
1902-0106	0	0	0
1901-0403	0	0	0
1904-0498	0	0	0
1901-0405	0	0	0
1901-0408	0	0	0
1901-0407	0	0	0
1902-0339	0	0	0
1902-0340	0	0	0
1902-0342	0	0	0
1902-0343	0	0	0
1902-0077	0	0	0
1905-0393	0	0	0
1902-0076	0	0	0
1901-0401	0	0	0
1901-0392	0	0	0
1901-0393	0	0	0
1901-0394	0	0	0
1905-0412	0	0	0
1901-0396	0	0	0
1901-0397	0	0	0
1901-0398	0	0	0
1901-0399	0	0	0
1901-0400	0	0	0
1901-0402	0	0	0
1901-0390	0	0	0
1905-0415	0	0	0
1901-0404	0	0	0
1901-0385	0	0	0
1901-0406	0	0	0
1901-0441	0	0	0
1901-0423	0	0	0
1905-0414	0	0	0
1902-0370	0	0	0
1901-0427	0	0	0
1905-0411	0	0	0
1905-0410	0	0	0
1901-0417	0	0	0
1901-0418	0	0	0
1901-0419	0	0	0
1905-0408	0	0	0
1901-0422	0	0	0
1901-0424	0	0	0
1901-0440	0	0	0
1901-0425	0	0	0
1901-0442	0	0	0
1902-0369	0	0	0
1901-0428	0	0	0
1901-0429	0	0	0
1901-0430	0	0	0
1901-0431	0	0	0
1901-0432	0	0	0
1901-0438	0	0	0
1901-0426	0	0	0
1901-0415	0	0	0
1902-0072	0	0	0
1901-0448	0	0	0
1901-0387	0	0	0
1905-0397	0	0	0
1901-0451	0	0	0
1901-0412	0	0	0
1901-0443	0	0	0
1902-0068	0	0	0
1905-0394	0	0	0
1905-0406	0	0	0
1905-0407	0	0	0
1901-0447	0	0	0
1901-0449	0	0	0
1905-0401	0	0	0
1901-0450	0	0	0
1901-0452	0	0	0
1905-0398	0	0	0
1902-0067	0	0	0
1905-0405	0	0	0
1901-0445	0	0	0
1901-0444	0	0	0
1905-0404	0	0	0
1905-0403	0	0	0
1905-0402	0	0	0
1903-0079	0	0	0
1904-0499	0	0	0
1902-0336	0	0	0
1905-0387	0	0	0
1905-0388	0	0	0
1905-0384	0	0	0
1905-0385	0	0	0
1905-0383	0	0	0
1905-0129	0	0	0
1905-0128	0	0	0
1905-0127	0	0	0
1905-0124	0	0	0
1905-0122	0	0	0
1902-0112	0	0	0
1902-0114	0	0	0
1905-0120	0	0	0
1905-0118	0	0	0
1902-0116	0	0	0
1905-0115	0	0	0
1902-0119	0	0	0
1902-0092	0	0	0
1905-0371	0	0	0
1905-0372	0	0	0
1905-0382	0	0	0
1905-0392	0	0	0
1902-0079	0	0	0
1905-0391	0	0	0
1902-0338	0	0	0
1902-0337	0	0	0
1902-0104	0	0	0
1904-0486	0	0	0
1904-0485	0	0	0
1904-0484	0	0	0
1904-0497	0	0	0
1904-0496	0	0	0
1904-0495	0	0	0
1904-0090	0	0	0
1904-0494	0	0	0
1904-0488	0	0	0
1904-0487	0	0	0
1904-0086	0	0	0
1904-0483	0	0	0
1902-0100	0	0	0
1905-0130	0	0	0
1902-0103	0	0	0
1904-0089	0	0	0
1904-0543	0	0	0
1903-0328	0	0	0
1903-0327	0	0	0
1903-0326	0	0	0
1905-0370	0	0	0
1905-0132	0	0	0
1905-0131	0	0	0
1905-0389	0	0	0
1902-0084	0	0	0
1902-0331	0	0	0
1902-0344	0	0	0
1902-0360	0	0	0
1902-0346	0	0	0
1902-0361	0	0	0
1902-0332	0	0	0
1905-0098	0	0	0
1905-0096	0	0	0
1902-0363	0	0	0
1902-0364	0	0	0
1902-0365	0	0	0
1902-0366	0	0	0
1902-0367	0	0	0
1902-0348	0	0	0
1905-0112	0	0	0
1905-0106	0	0	0
1905-0110	0	0	0
1902-0334	0	0	0
1902-0325	0	0	0
1905-0109	0	0	0
1902-0326	0	0	0
1902-0327	0	0	0
1902-0328	0	0	0
1902-0329	0	0	0
1905-0108	0	0	0
1902-0347	0	0	0
1902-0357	0	0	0
1902-0355	0	0	0
1902-0089	0	0	0
1902-0335	0	0	0
1905-0373	0	0	0
1902-0090	0	0	0
1902-0122	0	0	0
1905-0381	0	0	0
1905-0380	0	0	0
1905-0379	0	0	0
1905-0377	0	0	0
1905-0376	0	0	0
1905-0375	0	0	0
1905-0374	0	0	0
1905-0100	0	0	0
1902-0121	0	0	0
1902-0356	0	0	0
1902-0123	0	0	0
1902-0359	0	0	0
1902-0358	0	0	0
1902-0349	0	0	0
1905-0102	0	0	0
1902-0351	0	0	0
1902-0352	0	0	0
1902-0353	0	0	0
1897-0387	0	0	0
